DateTimestamp,IntValue,CTFFlag
2025-01-01 00:55:00,1026,CTF{1dc1a87b-37a3-4e75-b640-2433c655d04d}
2025-01-01 00:56:00,1023,CTF{f7ac98b3-8421-4888-aacb-0946d7bf5355}
2025-01-01 00:57:00,1035,CTF{647d2f1d-1bd4-4359-8afe-0e18621dd5d3}
2025-01-01 00:58:00,1026,CTF{72fd461d-47f3-42fb-bddc-43cc45c09570}
2025-01-01 00:59:00,1029,CTF{47b8f06e-cdb4-4a05-bd3e-a666872a45d0}
2025-01-01 01:00:00,1032,CTF{3f49018a-931f-4404-a016-da8b0651d578}
2025-01-01 01:01:00,1033,CTF{3ca94511-c58c-4acd-bf24-73756e65cafa}
2025-01-01 01:02:00,1025,CTF{cd869139-294b-4e1c-aec6-16154a1d0e1a}
2025-01-01 01:03:00,1041,CTF{357c1c53-0f30-4d64-b98c-9784cf365431}
2025-01-01 01:04:00,1036,CTF{1b45585b-9c80-4bcb-bf99-cbeed530b301}
2025-01-01 01:05:00,1026,CTF{0613bf61-16c1-4dea-be3a-135820cb607f}
2025-01-01 01:06:00,1029,CTF{26f61d51-fd78-40b7-9b23-a60c63a038a1}
2025-01-01 01:07:00,1028,CTF{2ce0640e-6d74-4e20-b2a9-06ad8b7a58db}
2025-01-01 01:08:00,1028,CTF{aeab9371-1886-4d81-844e-acc31722d40f}
2025-01-01 01:09:00,1026,CTF{5d4b3909-f191-4cd3-8750-a09bbbb0cf36}
2025-01-01 01:10:00,1039,CTF{5e1b9d9b-048f-40c2-b516-d0a479ceb201}
2025-01-01 01:11:00,1032,CTF{174a7674-907a-4251-9f95-f77d5e37e339}
2025-01-01 01:12:00,1027,CTF{5933fb9c-9d50-420d-8491-ce6ee5866e95}
2025-01-01 01:13:00,1039,CTF{78187efb-d363-4cff-a17c-c5b45ec3c7b9}
2025-01-01 01:14:00,1031,CTF{6dfabb6e-7c77-4a46-8106-5a05d54d736c}
2025-01-01 01:15:00,1036,CTF{9dc35bc3-b6cb-4889-8a25-c03ce316f80a}
2025-01-01 01:16:00,1030,CTF{d377fc23-29be-4713-9ff4-c0280bc2e007}
2025-01-01 01:17:00,1038,CTF{134f2097-569b-4e92-ac46-5a93a86e90bb}
2025-01-01 01:18:00,1040,CTF{3712e084-bece-44f0-a25e-c63f6dc220a5}
2025-01-01 01:19:00,1046,CTF{b26ec316-25e2-48cc-96fb-b693c902867c}
2025-01-01 01:20:00,1039,CTF{0c27ce42-4b5a-4508-ac72-47a398fd58c3}
2025-01-01 01:21:00,1046,CTF{18856131-cc6f-4dfa-b87e-ee8aaf7a7f5c}
2025-01-01 01:22:00,1047,CTF{9a911830-9731-4820-8727-079c298aaa58}
2025-01-01 01:23:00,1044,CTF{08b5319e-4f4a-493e-9116-6fd15d0315de}
2025-01-01 01:24:00,1054,CTF{1157d879-2e9f-4525-92d4-86cc296fc366}
2025-01-01 01:25:00,1039,CTF{3109acdf-47d3-4573-ab68-103431b1a99b}
2025-01-01 01:26:00,1035,CTF{8e9c92f2-d4e3-409b-bf67-f5f0f554a2f5}
2025-01-01 01:27:00,1034,CTF{9342b43c-31bd-4acb-bd19-d68f7afbb237}
2025-01-01 01:28:00,1036,CTF{c6e09b55-5bff-467a-a0c6-710f032fe44b}
2025-01-01 01:29:00,1040,CTF{d79b88f7-dc99-4332-82ad-e8b541d9ded4}
2025-01-01 01:30:00,1043,CTF{f15fb58a-b44e-4b6f-bb65-9813066cf696}
2025-01-01 01:31:00,1053,CTF{ee5562f5-1cdf-4694-bb59-63952fd2b00f}
2025-01-01 01:32:00,1048,CTF{8df003f0-050a-4b35-8f11-f405d1a8a933}
2025-01-01 01:33:00,1052,CTF{e4b1a287-1c40-4f15-8128-d6763a56caf3}
2025-01-01 01:34:00,1045,CTF{73e56b89-b67f-4157-b8f4-7bdc59600d4a}
2025-01-01 01:35:00,1037,CTF{e7a1bc60-4db7-4daf-b8c6-32f4385124f4}
2025-01-01 01:36:00,1051,CTF{63c3deaf-c232-4ac8-9365-c2932950d82e}
2025-01-01 01:37:00,1047,CTF{0333a19f-a499-4330-a741-7be35161cd42}
2025-01-01 01:38:00,1048,CTF{a822299d-6b88-43ba-be00-2ba6f56939ec}
2025-01-01 01:39:00,1056,CTF{3fdbc111-bca5-4f78-b62f-d961b2cc3fb8}
2025-01-01 01:40:00,1054,CTF{e22d0dfe-c80b-4867-9c57-e4072c1a3631}
2025-01-01 01:41:00,1044,CTF{583be74a-f867-468a-b2e6-52db789c3f9e}
2025-01-01 01:42:00,1052,CTF{497ec1f4-e22b-4242-a25f-b689cddb9346}
2025-01-01 01:43:00,1061,CTF{db5b825a-92c7-4260-9c6f-f165c9ade8bd}
2025-01-01 01:44:00,1048,CTF{b9351729-8585-459d-9c2d-23907c476092}
2025-01-01 01:45:00,1051,CTF{8d25c9ea-1c98-449b-8ca6-fc769236976f}
2025-01-01 01:46:00,1049,CTF{494c26d3-cc29-4283-a294-cb1d2e71b010}
2025-01-01 01:47:00,1060,CTF{59f4dfe9-9117-41cb-b5bb-6a668a6ce568}
2025-01-01 01:48:00,1052,CTF{e7225275-3c2e-45d0-be9d-d80502249652}
2025-01-01 01:49:00,1053,CTF{83d3b143-a385-447a-a4bc-52f3083a8c36}
2025-01-01 01:50:00,1057,CTF{0f462edd-7810-4508-abd1-8750ee167157}
2025-01-01 01:51:00,1057,CTF{923707d4-78b8-4319-abf6-15b71df8650a}
2025-01-01 01:52:00,1060,CTF{9cfed1ad-0c49-4747-a41b-6517307d58d1}
2025-01-01 01:53:00,1055,CTF{383fc850-15df-4b60-91a4-74b599c78ead}
2025-01-01 01:54:00,1048,CTF{4a97f879-b507-4e63-859c-1360d02cc997}
2025-01-01 01:55:00,1052,CTF{a3ea1285-e2d6-4559-87f7-8c8ae013e9bc}
2025-01-01 01:56:00,1066,CTF{a4b6bd40-8b3d-4fea-bbbb-28b1906a2d58}
2025-01-01 01:57:00,1060,CTF{6cc9be21-6ad7-4344-9029-32e29a23026c}
2025-01-01 01:58:00,1062,CTF{bc6401c6-5066-4261-a910-4b58771773a6}
2025-01-01 01:59:00,1062,CTF{21d6cf4f-fa88-430b-af7b-2fb96879cc1e}
2025-01-01 02:00:00,1049,CTF{9eda34b3-043a-462a-a9b8-51ead148981a}
2025-01-01 02:01:00,1055,CTF{2e1b7f8a-53a8-4b84-8dd1-61525e7277c9}
2025-01-01 02:02:00,1054,CTF{2a75c1fd-c4dc-4d6d-ab68-d2a773f7e518}
2025-01-01 02:03:00,1063,CTF{664de5cb-77e6-4881-8488-1480792f9b7f}
2025-01-01 02:04:00,1064,CTF{afc64391-e7a1-4634-a370-62e445ceb1fd}
2025-01-01 02:05:00,1064,CTF{c542995a-30e9-4eb3-a263-5566ca11a4ea}
2025-01-01 02:06:00,1070,CTF{5dc4a7c5-0213-4ec6-81c9-46c376f12628}
2025-01-01 02:07:00,1074,CTF{2d017905-2dcf-422f-a1c1-b4fd64ce70ac}
2025-01-01 02:08:00,1058,CTF{d8ccdd65-cd1d-4a73-8edc-8e415ceae114}
2025-01-01 02:09:00,1072,CTF{6e581bc2-983f-4052-a63b-1b2cfc52c6bf}
2025-01-01 02:10:00,1067,CTF{6205f3ec-190b-4302-89d6-12e66a97e08f}
2025-01-01 02:11:00,1059,CTF{49e5471d-df22-47eb-8b1d-def1e337550f}
2025-01-01 02:12:00,1071,CTF{b2be5c75-c68f-41dc-b024-ae9e3df7d8d8}
2025-01-01 02:13:00,1061,CTF{f013f518-8346-43e5-bfa5-fcb9df4c25c2}
2025-01-01 02:14:00,1073,CTF{e75887b0-3d43-4a5d-a61d-5ca5deb13404}
2025-01-01 02:15:00,1070,CTF{6131e436-78db-4c8b-b7e7-0541d679bca1}
2025-01-01 02:16:00,1072,CTF{a7d3de13-d208-49e5-b0d4-f249f4b1b4e8}
2025-01-01 02:17:00,1067,CTF{4721310c-59d1-44e3-8881-365e3442b849}
2025-01-01 02:18:00,1063,CTF{88a29b8e-97f1-4c7d-a26c-6cae46fc94ef}
2025-01-01 02:19:00,1069,CTF{c764d1b0-447b-4055-af6d-62f1cdd57d26}
2025-01-01 02:20:00,1069,CTF{a07cb02f-c5d0-4eeb-bbd5-c3fa2ded8f05}
2025-01-01 02:21:00,1077,CTF{d690764e-ce5a-4754-ac66-044c2d361d94}
2025-01-01 02:22:00,1072,CTF{a320cb74-c33e-4b84-8ebd-fb0751823b56}
2025-01-01 02:23:00,1070,CTF{9d546abe-b364-40f8-9183-9ac5cbd06e80}
2025-01-01 02:24:00,1071,CTF{fe51555b-6659-4850-97bf-12c6d9aedf6a}
2025-01-01 02:25:00,1070,CTF{512b822f-7e44-4b45-81a6-0890f0b68114}
2025-01-01 02:26:00,1073,CTF{bfcabeb5-a458-4ecc-9873-8ce0f2ff7003}
2025-01-01 02:27:00,1079,CTF{b648fed5-fbf9-4b82-86fa-5c33b9a02614}
2025-01-01 02:28:00,1072,CTF{51f2f48d-09a6-4f0b-ab35-eab43d9f6edb}
2025-01-01 02:29:00,1064,CTF{30f09b1f-a4b3-4fdc-bbe4-ebb32077a1e7}
2025-01-01 02:30:00,1072,CTF{ebf9c615-1fbb-4b05-9c81-fe4b696c8106}
2025-01-01 02:31:00,1075,CTF{b3183abf-880b-4d9e-9c1e-814ecfa46b9e}
2025-01-01 02:32:00,1074,CTF{866f38a6-3be6-4ce4-a74f-30fde440a23c}
2025-01-01 02:33:00,1081,CTF{e82d4e7b-f5d8-4ef4-a5d4-c6a7696f1cd3}
2025-01-01 02:34:00,1079,CTF{8b676781-f573-40d1-ab4a-c21d7bbcd4df}
2025-01-01 02:35:00,1072,CTF{5331070c-5418-4e28-8f6c-316893535ae3}
2025-01-01 02:36:00,1078,CTF{f29991b8-3174-4143-9d53-99216979ecb0}
2025-01-01 02:37:00,1077,CTF{63b049d7-d186-473c-9027-530be7c76bfa}
2025-01-01 02:38:00,1078,CTF{9178a84b-3420-47bb-8805-40e32c70cc30}
2025-01-01 02:39:00,1080,CTF{f39405e8-2dc3-474d-abe1-db4bb9ba511f}
2025-01-01 02:40:00,1081,CTF{d6f757f7-3b83-4726-8d01-1a7499808c14}
2025-01-01 02:41:00,1077,CTF{102a1053-ae8f-4a60-9ba3-3d07db9f0baa}
2025-01-01 02:42:00,1083,CTF{f189e4c8-c37f-43d3-a57b-67ac4ff6f202}
2025-01-01 02:43:00,1085,CTF{810f4239-b672-4f99-887f-ca2ca0213edf}
2025-01-01 02:44:00,1084,CTF{bf4edabf-ddfe-4d21-8ba5-f879cd655630}
2025-01-01 02:45:00,1089,CTF{b2e85c72-ffa4-47bd-b23d-82032c123768}
2025-01-01 02:46:00,1090,CTF{e927de50-c4bb-4911-a70b-cfb595092e21}
2025-01-01 02:47:00,1084,CTF{355db082-e0e9-4ade-9346-c9ad0df406d8}
2025-01-01 02:48:00,1084,CTF{ab986efa-0d10-43b7-a05f-e238340dad7b}
2025-01-01 02:49:00,1088,CTF{00e3de79-db5e-4d2e-9375-5e01c376cfdf}
2025-01-01 02:50:00,1087,CTF{d0504f8c-bf0c-4133-83c9-ce7003fad921}
2025-01-01 02:51:00,1083,CTF{e5997a5b-703a-4343-8fa7-67e8967da373}
2025-01-01 02:52:00,1083,CTF{e9e0c589-bc0b-4ac3-9eb9-b1069537ae92}
2025-01-01 02:53:00,1095,CTF{41c049e7-7fa2-40c6-a570-15f6602ef51f}
2025-01-01 02:54:00,1091,CTF{f0507b72-4145-4d62-9622-08b06cf53c37}
2025-01-01 02:55:00,1082,CTF{9cd362ba-1961-40df-b41f-23fb4c5c3d44}
2025-01-01 02:56:00,1084,CTF{c2fa4227-8f8f-4014-afb5-4caa245cda33}
2025-01-01 02:57:00,1085,CTF{ec6df339-9373-4555-8e87-2b337504e78e}
2025-01-01 02:58:00,1082,CTF{48bf41db-dee5-48ce-afb2-bf53db254b46}
2025-01-01 02:59:00,1091,CTF{558cdf78-3838-442f-b153-ee0632ef2b4f}
2025-01-01 03:00:00,1096,CTF{a517d3ea-ba8b-4d45-bb59-9868985f38c3}
2025-01-01 03:01:00,1093,CTF{79470fef-b480-4efd-a9ac-c3a4a2d5c205}
2025-01-01 03:02:00,1094,CTF{d4b6f017-0d53-4086-9dd2-fcf3d5a858ad}
2025-01-01 03:03:00,1096,CTF{eaf55633-ad59-4252-bbb3-d1a72bfd71e3}
2025-01-01 03:04:00,1095,CTF{afc47c48-3ed6-4d18-b5c2-988cfe123783}
2025-01-01 03:05:00,1091,CTF{8338079f-0804-4cda-bd50-199729e82585}
2025-01-01 03:06:00,1092,CTF{0a8bdb23-d503-47a1-a485-f171cbc6c3fb}
2025-01-01 03:07:00,1096,CTF{a24d28fa-4301-44dc-ac8f-3658608734a0}
2025-01-01 03:08:00,1102,CTF{8a94c365-cd7a-426e-a301-dacf344aca58}
2025-01-01 03:09:00,1093,CTF{c2a69039-65a7-443c-88aa-da812f13083d}
2025-01-01 03:10:00,1093,CTF{20319afd-144a-4a21-ba43-a6bdbe8e4f62}
2025-01-01 03:11:00,1093,CTF{31abd9d3-2d00-43ad-a37c-c86fafc2c8a8}
2025-01-01 03:12:00,1091,CTF{68379c24-d623-4239-b2a4-44e8f846b5fb}
2025-01-01 03:13:00,1087,CTF{efae3937-3299-4a0c-8c2d-2d9877dd247b}
2025-01-01 03:14:00,1092,CTF{3b294d91-ece6-4171-b0b4-782b00ce7297}
2025-01-01 03:15:00,1095,CTF{5891b3f4-5f11-4676-b784-9a249b053979}
2025-01-01 03:16:00,1106,CTF{5ddd72cf-9b5d-492a-8772-bf332b68d703}
2025-01-01 03:17:00,1104,CTF{56617990-18f9-4fbe-a7bf-25c80045ac08}
2025-01-01 03:18:00,1103,CTF{17487e97-a412-41a4-98ae-4749f194abbb}
2025-01-01 03:19:00,1099,CTF{4b4881a3-2ea5-47fe-890d-bcb77faefd32}
2025-01-01 03:20:00,1089,CTF{a28a5a27-60a9-4aa0-bf64-c64811845ce1}
2025-01-01 03:21:00,1097,CTF{d7295ec4-e72d-4f8f-96f8-9507196847fa}
2025-01-01 03:22:00,1098,CTF{07ff36dc-8ed5-4fb5-8c23-00f155844b55}
2025-01-01 03:23:00,1095,CTF{edf182ac-d11d-4bd7-85db-ccef8abdb395}
2025-01-01 03:24:00,1101,CTF{2eba3070-d106-4223-847e-54186d2ab87f}
2025-01-01 03:25:00,1107,CTF{12059167-2c01-489e-a744-1f3e9dfaf8b8}
2025-01-01 03:26:00,1102,CTF{b2d000ad-e396-4be0-86ac-b795bed312a6}
2025-01-01 03:27:00,1099,CTF{2fec659a-3bf5-45e1-ad1e-facebf0316c7}
2025-01-01 03:28:00,1100,CTF{7934cf6d-14fe-4911-8945-5e4a193bfb9f}
2025-01-01 03:29:00,1109,CTF{1940cbcd-881d-443d-8eab-ac1d63937047}
2025-01-01 03:30:00,1097,CTF{4d74424a-14f3-4759-8038-7bd8c1cc3cc3}
2025-01-01 03:31:00,1113,CTF{deb116c4-5718-4572-8695-e0cfa53e3b23}
2025-01-01 03:32:00,1103,CTF{03f45795-2e23-4c89-b87a-8b7fa6fd763f}
2025-01-01 03:33:00,1099,CTF{e64fe9e8-0d6e-4cef-996f-b5873a1b7e7b}
2025-01-01 03:34:00,1110,CTF{cadaa72e-8aed-47c5-b6fc-911c1e81ba32}
2025-01-01 03:35:00,1110,CTF{5c1201a1-cda7-4d7e-ad5c-84752efb1e8c}
2025-01-01 03:36:00,1106,CTF{103e5114-17ee-4681-9da2-448d4a3fd4af}
2025-01-01 03:37:00,1109,CTF{26294053-9539-4040-aee2-bab3047263a4}
2025-01-01 03:38:00,1107,CTF{c312f54e-6091-44ca-9ad6-e49ebd2e6bc0}
2025-01-01 03:39:00,1110,CTF{b9f13c74-86d5-4677-99cc-cf05dafc1111}
2025-01-01 03:40:00,1109,CTF{33e77664-90f5-4120-b8c5-4ecb012f90ce}
2025-01-01 03:41:00,1101,CTF{b5a84f94-9d4f-4f17-a621-a08e8b32515c}
2025-01-01 03:42:00,1116,CTF{f54bbaca-ce59-47d5-b74a-ae21647fa6b7}
2025-01-01 03:43:00,1103,CTF{72812b40-5254-4fdc-b86e-1531d117a1c6}
2025-01-01 03:44:00,1109,CTF{743ee6fd-2fe5-4c37-8b18-b7e2d88e9aaf}
2025-01-01 03:45:00,1119,CTF{7e46b2f4-80f4-4032-a673-852b980dcea5}
2025-01-01 03:46:00,1114,CTF{8d109717-83c8-49a0-8ac3-4113497f69e6}
2025-01-01 03:47:00,1119,CTF{2733d924-852a-4992-bb3c-ef5c13ca2080}
2025-01-01 03:48:00,1120,CTF{96d4abc6-46ef-4a71-b27b-71fbaa1f72c4}
2025-01-01 03:49:00,1117,CTF{54c0e52a-2fdb-4299-8bf6-4b7181564d10}
2025-01-01 03:50:00,1110,CTF{5a7f7e0f-b331-42fd-b4d8-4e5cf0a5d04f}
2025-01-01 03:51:00,1115,CTF{3004b640-8133-40b4-bcb4-f96efee1250a}
2025-01-01 03:52:00,1116,CTF{b1de0605-e3e9-4eef-b695-2239c6c2b937}
2025-01-01 03:53:00,1117,CTF{63530950-6713-4815-8311-eb31708c1000}
2025-01-01 03:54:00,1114,CTF{233fc858-a189-47d0-9374-9f0a61a10142}
2025-01-01 03:55:00,1115,CTF{3bf2c9d5-d876-461e-9734-db2d777fc5b8}
2025-01-01 03:56:00,1111,CTF{d43c5b9b-86bd-43cd-a793-bd5d844ae4fc}
2025-01-01 03:57:00,1109,CTF{b0071b10-0b03-4eb8-a767-d329059b5bf1}
2025-01-01 03:58:00,1121,CTF{e5f4aeb9-d2b2-4d99-aa97-8f204b4fa530}
2025-01-01 03:59:00,1117,CTF{896b1197-2d67-4fce-8113-539d0e7caf1e}
2025-01-01 04:00:00,1118,CTF{67ee21c7-af68-4477-9921-74cf86ba99e7}
2025-01-01 04:01:00,1114,CTF{5b808853-893d-40c4-aed7-d289222d21cb}
2025-01-01 04:02:00,1123,CTF{300d02c0-9023-443c-8833-c4aa79390566}
2025-01-01 04:03:00,1117,CTF{942ad1e3-c404-418a-803c-e920a0d8577d}
2025-01-01 04:04:00,1122,CTF{a710e3db-ed5f-4c1f-8277-991944732a52}
2025-01-01 04:05:00,1113,CTF{c383bd38-5242-4456-817a-060b8953e35e}
2025-01-01 04:06:00,1122,CTF{816e90cd-5786-4f44-8c68-2ec6cf125cda}
2025-01-01 04:07:00,1124,CTF{c14145f1-f7fa-4e9c-a2f8-26f5b421c3af}
2025-01-01 04:08:00,1129,CTF{8eedd7cc-b090-4c68-8f7e-17aa78a19141}
2025-01-01 04:09:00,1121,CTF{d962e05a-6fe8-49e6-9c65-6db9ddf5a2ce}
2025-01-01 04:10:00,1126,CTF{3f427baf-8afd-4754-9b84-17c395ca61d1}
2025-01-01 04:11:00,1121,CTF{3dda9976-f4aa-4240-8480-bc3ec1dc035a}
2025-01-01 04:12:00,1125,CTF{d6fa0286-b9f6-494c-a1ba-d83ce1b23dca}
2025-01-01 04:13:00,1129,CTF{671a5781-ed0a-4299-b93a-f92d2a404483}
2025-01-01 04:14:00,1127,CTF{c2b59b07-671c-4f15-b5d1-7bfab9e29269}
2025-01-01 04:15:00,1123,CTF{7ace7250-9559-42cd-bb5b-d41d305f3402}
2025-01-01 04:16:00,1123,CTF{2a99ac18-245b-48ce-a66a-0b226a4afa21}
2025-01-01 04:17:00,1127,CTF{6ff2f945-e111-4ee9-a1eb-f9a9e9510b5a}
2025-01-01 04:18:00,1126,CTF{301b613e-28de-479b-9c64-2a82f3dfccec}
2025-01-01 04:19:00,1131,CTF{c922f1b4-5206-4f0a-aead-369fead6ca16}
2025-01-01 04:20:00,1123,CTF{57d5dfde-6f14-4d61-878b-785d3e610b23}
2025-01-01 04:21:00,1133,CTF{9c5c120d-df77-4029-90f7-606ed29ee627}
2025-01-01 04:22:00,1131,CTF{c2e9779a-9288-4549-9b24-a2f9693f5c2c}
2025-01-01 04:23:00,1130,CTF{ac55ed69-7017-4b51-8351-63b240429601}
2025-01-01 04:24:00,1142,CTF{9ac8d991-8f1e-4d3f-a8ef-765c53c1985e}
2025-01-01 04:25:00,1136,CTF{c575757f-f2ae-42d3-812b-bb2b8b811d34}
2025-01-01 04:26:00,1134,CTF{b5633168-046f-4b04-bfd3-c0405430d749}
2025-01-01 04:27:00,1141,CTF{61417492-4ad1-415b-b18e-b4bc7c573189}
2025-01-01 04:28:00,1140,CTF{dd07607a-619a-4197-8818-a5158566e2e0}
2025-01-01 04:29:00,1136,CTF{34641a19-dbff-45c8-b1ce-6e8e2d16c60a}
2025-01-01 04:30:00,1142,CTF{1f36d71d-3c67-437c-8a52-f9e28fef9d57}
2025-01-01 04:31:00,1141,CTF{da9dde37-d422-4320-b006-829dd215bf40}
2025-01-01 04:32:00,1136,CTF{54af185a-6a22-479d-b33c-cf427c59533b}
2025-01-01 04:33:00,1139,CTF{1e357d47-638b-4dff-ad7e-c4d0861a9b67}
2025-01-01 04:34:00,1144,CTF{2015504d-3e1a-4574-9f1f-081cb0e801fe}
2025-01-01 04:35:00,1136,CTF{8e6051e5-a712-49da-901c-2a2c75170185}
2025-01-01 04:36:00,1134,CTF{c9cf18bb-2b93-42a0-93cc-831f3f47afef}
2025-01-01 04:37:00,1134,CTF{3ccf6282-7373-4d66-84b1-36563d7f8f55}
2025-01-01 04:38:00,1132,CTF{3d508b16-1c93-4c8e-b2fd-cde2c9afadbe}
2025-01-01 04:39:00,1145,CTF{f28532fa-717c-4804-a68d-269329293adc}
2025-01-01 04:40:00,1147,CTF{ccfdc2ea-bd7b-4d93-b329-f34c9490472c}
2025-01-01 04:41:00,1144,CTF{1488ee3a-d793-4b99-8b52-c0fc54a51f12}
2025-01-01 04:42:00,1148,CTF{8387f5ad-c98f-4556-95e1-c3b6bcb5395f}
2025-01-01 04:43:00,1149,CTF{cf8cc216-c753-4b08-a4ac-b6e8ded07a07}
2025-01-01 04:44:00,1136,CTF{47b5782e-6d73-4835-83b9-4f80f3d74aa1}
2025-01-01 04:45:00,1142,CTF{354ce94a-fc00-42f8-bc2e-50a918d9b526}
2025-01-01 04:46:00,1137,CTF{72b4d8bc-7759-4c8c-81ee-96a6b853e481}
2025-01-01 04:47:00,1147,CTF{8ea00f3c-912e-46f1-b330-ba6cdb015b79}
2025-01-01 04:48:00,1144,CTF{4eb1c712-9a58-4527-bbc4-4d6a91e9e8a4}
2025-01-01 04:49:00,1148,CTF{bf361ff7-0767-434e-96da-22eb485d0fec}
